"STATIONID","CRUISEID","CRUISE_NO","Year","Month","Day","Subregion_Depth","Subregion_alongshore","VESSEL","AggGrp_20130430","Habitat","SumofUse_Count","SumofUse_Tot_WWT_kg","Count_Use_Count","Season","VolumeFiltered_Demersal_m3","VolumeFiltered_Pelagic_m3","AreaFiltered_Demersal_m2","AreaFiltered_Pelagic_m2","Pop_Den_Demersal_no_m2","Pop_Den_Pelagic_no_m2","Biomass_Den_Demersal_kg_m2","Biomass_Den_Pelagic_kg_m2","Use_Pop_Den_no_m2","Use_Biomass_Den_kg_m2","DECSLAT","DECSLON","DECELAT","DECELON","Use_Depth_m"
61374,415,971,1997,6,17,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.102,-88.476,30.091,-88.459,18.3
61375,415,971,1997,6,17,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.187,-88.412,30.181,-88.4,12.8
61376,415,971,1997,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.232,-89.64,29.217,-89.645,9.1
61377,415,971,1997,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.272,-89.862,29.262,-89.859,7.3
61378,415,971,1997,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.028,-90.926,29.008,-90.933,5.5
61379,415,971,1997,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.184,-91.409,29.164,-91.43,5.5
61381,415,971,1997,7,9,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.513,-92.454,29.494,-92.454,7.3
61382,415,971,1997,7,9,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.529,-92.577,29.518,-92.585,9.1
61383,415,971,1997,7,9,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.633,-92.816,29.625,-92.831,5.5
61384,415,971,1997,7,9,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.625,-92.864,29.606,-92.882,9.1
61385,415,971,1997,7,10,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.707,-93.073,29.691,-93.077,7.3
61386,415,971,1997,7,10,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.754,-93.556,29.743,-93.555,5.5
61387,415,971,1997,7,11,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.067,-90.265,29.059,-90.269,7.3
61433,444,981,1998,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.241,-88.826,29.24,-88.799,67.7
61434,444,981,1998,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.315,-88.884,29.312,-88.877,40.2
61435,444,981,1998,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.339,-88.852,29.341,-88.844,36.6
61437,444,981,1998,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.478,-88.761,29.47,-88.744,20.1
61438,444,981,1998,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.259,-88.861,29.242,-88.839,59.4
61439,444,981,1998,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.343,-88.923,29.343,-88.907,23.8
61440,444,981,1998,6,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.368,-88.979,29.362,-88.964,18.3
61441,444,981,1998,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.441,-88.834,29.426,-88.82,20.1
61442,444,981,1998,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.461,-88.615,29.45,-88.577,49.4
61443,444,981,1998,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.506,-88.647,29.503,-88.64,32.9
61444,444,981,1998,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.565,-88.619,29.574,-88.599,27.4
61445,444,981,1998,6,28,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.695,-88.897,29.692,-88.888,5.5
61446,444,981,1998,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.685,-88.562,29.68,-88.555,25.6
61448,444,981,1998,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.388,-88.707,29.368,-88.691,51.2
61449,444,981,1998,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.458,-88.683,29.451,-88.677,36.6
61450,444,981,1998,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.473,-88.696,29.473,-88.687,29.3
61451,444,981,1998,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.655,-88.566,29.651,-88.558,27
61453,444,981,1998,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.053,-88.497,30.041,-88.482,21.9
61454,444,981,1998,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.093,-88.543,30.076,-88.533,17
61455,444,981,1998,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.093,-88.759,30.07,-88.746,13.7
61456,444,981,1998,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.195,-88.906,30.175,-88.879,9.1
61457,444,981,1998,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.202,-88.705,30.182,-88.671,12.1
61458,444,981,1998,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.048,-88.423,30.032,-88.416,21.9
61459,444,981,1998,6,29,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.113,-88.581,30.091,-88.58,16.5
61460,444,981,1998,6,30,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.04,-88.801,30.018,-88.775,11
61461,444,981,1998,6,30,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.051,-88.852,30.061,-88.843,6
61462,444,981,1998,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.221,-89.906,29.21,-89.905,9.1
61463,444,981,1998,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.155,-90.097,29.152,-90.088,6.4
61464,444,981,1998,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.035,-90.54,29.019,-90.539,9.1
61465,444,981,1998,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.079,-91.659,29.05,-91.662,6.4
61467,444,981,1998,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.036,-91.617,29.023,-91.612,7.7
61468,444,981,1998,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.257,-92.088,29.254,-92.057,7.3
61469,444,981,1998,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.595,-92.704,29.586,-92.708,5.5
61470,444,981,1998,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.656,-92.97,29.625,-92.971,9.1
61471,444,981,1998,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.735,-93.388,29.713,-93.384,4.6
61472,444,981,1998,7,9,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.626,-92.884,29.6,-92.872,9.1
61473,444,981,1998,7,9,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.562,-92.643,29.548,-92.638,7.3
61474,468,991,1999,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.768,-88.607,29.772,-88.589,24
61475,468,991,1999,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.597,-88.623,29.594,-88.615,22
61476,468,991,1999,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.546,-88.583,29.539,-88.578,36.6
61477,468,991,1999,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.445,-88.643,29.449,-88.606,48.5
61478,468,991,1999,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.387,-88.783,29.391,-88.761,40.2
61479,468,991,1999,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.371,-88.843,29.37,-88.832,29.3
61480,468,991,1999,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.29,-88.932,29.293,-88.921,31.1
61481,468,991,1999,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.349,-88.94,29.34,-88.929,21.9
61482,468,991,1999,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.375,-88.94,29.372,-88.928,20.1
61483,468,991,1999,6,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.398,-88.991,29.386,-88.984,14.6
61484,468,991,1999,6,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.45,-88.831,29.439,-88.813,18.3
61485,468,991,1999,6,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.8,-88.814,29.801,-88.784,10.6
61487,468,991,1999,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.205,-88.555,29.206,-88.544,82.3
61488,468,991,1999,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.429,-88.781,29.422,-88.776,25.6
61489,468,991,1999,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.519,-88.602,29.514,-88.589,40.2
61490,468,991,1999,6,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.543,-88.388,29.516,-88.374,54.9
61491,468,991,1999,6,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.517,-88.608,29.515,-88.603,36.6
61492,468,991,1999,6,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.001,-88.741,29.994,-88.715,16.5
61493,468,991,1999,6,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.057,-88.772,30.049,-88.747,14.1
61495,468,991,1999,6,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.812,-88.569,29.806,-88.545,27.4
61496,468,991,1999,6,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.03,-88.787,30.024,-88.759,12.8
61497,468,991,1999,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.246,-89.655,29.26,-89.655,7.3
61498,468,991,1999,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.196,-90.024,29.182,-90.023,7.3
61499,468,991,1999,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.022,-90.806,29.008,-90.808,5.5
61500,468,991,1999,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.992,-90.77,28.971,-90.775,9.1
61501,468,991,1999,7,7,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.034,-90.351,29.02,-90.365,9.1
61502,468,991,1999,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.193,-91.367,29.173,-91.379,5.5
61503,468,991,1999,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.486,-92.447,29.46,-92.451,9.1
61504,468,991,1999,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.724,-93.314,29.705,-93.323,7.3
61505,468,991,1999,7,8,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.674,-92.906,29.67,-92.914,5.5
61506,468,991,1999,7,9,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.55,-92.567,29.536,-92.573,7.3
61507,468,991,1999,7,9,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.162,-92.246,29.153,-92.246,9.1
61509,470,992,1999,7,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.005,-89.546,28.992,-89.543,17
61510,470,992,1999,7,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.004,-89.547,28.997,-89.547,17
61511,470,992,1999,7,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.04,-89.655,29.03,-89.656,31.1
61512,470,992,1999,7,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.952,-90.135,28.934,-90.143,21
61514,470,992,1999,7,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.988,-90.135,28.989,-90.129,19
61516,470,992,1999,7,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.042,-89.651,29.039,-89.658,29
61517,470,992,1999,7,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.671,-90.23,28.669,-90.219,34.7
61518,470,992,1999,7,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.62,-90.309,28.609,-90.303,36
61519,470,992,1999,7,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.609,-90.313,28.595,-90.312,36
61520,470,992,1999,7,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.671,-90.237,28.666,-90.227,33
61521,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.584,-90.527,28.562,-90.538,29
61522,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.566,-90.726,28.554,-90.735,22
61523,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.547,-90.791,28.531,-90.801,25.6
61525,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.593,-90.515,28.582,-90.512,29.3
61526,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.579,-90.721,28.569,-90.714,21.9
61527,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.547,-90.794,28.538,-90.781,25.6
61529,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.506,-91.14,28.495,-91.152,37
61530,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.534,-91.193,28.517,-91.193,33
61531,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.653,-91.286,28.637,-91.288,23
61532,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.65,-91.29,28.635,-91.294,23
61533,470,992,1999,7,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.506,-91.146,28.492,-91.152,34
61534,470,992,1999,7,15,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.565,-91.197,28.545,-91.185,30
61535,470,992,1999,7,15,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.863,-91.335,28.846,-91.337,10
61536,470,992,1999,7,15,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.862,-91.305,28.839,-91.318,12.8
61548,475,994,1999,10,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.59,-90.367,28.578,-90.362,36.6
61549,475,994,1999,10,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.585,-90.374,28.572,-90.371,36.6
61550,475,994,1999,10,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.638,-90.394,28.63,-90.394,25.6
61551,475,994,1999,10,11,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.665,-90.456,28.654,-90.443,18.3
61552,475,994,1999,10,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.505,-90.553,28.489,-90.585,36
61553,475,994,1999,10,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.504,-90.794,28.481,-90.807,32
61555,475,994,1999,10,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.511,-90.801,28.5,-90.802,31.1
61556,475,994,1999,10,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.526,-90.563,28.512,-90.567,32.9
61558,475,994,1999,10,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.64,-90.4,28.63,-90.397,23.8
61559,475,994,1999,10,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.664,-90.474,28.639,-90.476,18.3
61560,475,994,1999,10,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.848,-90.422,28.846,-90.388,19
61561,475,994,1999,10,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.951,-90.523,28.932,-90.512,13
61562,475,994,1999,10,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.94,-90.788,28.921,-90.795,10
61563,475,994,1999,10,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.868,-90.781,28.86,-90.774,12.8
61565,475,994,1999,10,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.934,-90.785,28.916,-90.764,9
61566,475,994,1999,10,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.869,-90.776,28.86,-90.776,12.8
61568,475,994,1999,10,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.936,-90.501,28.906,-90.517,12.8
61569,475,994,1999,10,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.772,-90.527,28.784,-90.441,19
61570,475,994,1999,10,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.965,-90.311,28.951,-90.298,14.6
61571,475,994,1999,10,13,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.967,-90.32,28.947,-90.32,14.6
61572,475,994,1999,10,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.918,-90.159,28.9,-90.15,23.8
61573,475,994,1999,10,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.816,-90.143,28.806,-90.128,29.3
61574,475,994,1999,10,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.811,-90.135,28.796,-90.126,31.1
61575,475,994,1999,10,14,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Fall",NA,NA,NA,NA,0,0,0,0,0,0,28.928,-90.142,28.917,-90.139,21.9
61578,326,941,1994,6,10,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.225,-88.825,29.181,-88.815,68.6
61579,326,941,1994,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.323,-88.926,29.317,-88.924,25.6
61580,326,941,1994,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.393,-88.917,29.387,-88.891,20.1
61581,326,941,1994,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.424,-88.779,29.423,-88.769,29.3
61582,326,941,1994,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.378,-88.75,29.354,-88.711,54.9
61583,326,941,1994,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.162,-88.632,29.152,-88.614,91.4
61584,326,941,1994,6,11,"2_shelf",NA,NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,29.17,-88.555,109.7
61585,326,941,1994,6,11,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.392,-88.719,29.368,-88.684,54.9
61586,326,941,1994,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.418,-88.782,29.417,-88.768,29
61587,326,941,1994,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.454,-88.744,29.45,-88.737,25.6
61588,326,941,1994,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.574,-88.592,29.578,-88.609,27.4
61589,326,941,1994,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.604,-88.605,29.604,-88.614,21.9
61591,326,941,1994,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.654,-88.566,29.65,-88.558,27.4
61592,326,941,1994,6,12,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.682,-88.607,29.696,-88.562,23.8
61593,326,941,1994,6,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.716,-88.873,29.707,-88.853,9.1
61594,326,941,1994,6,12,"1_inshore","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.416,-88.861,29.424,-88.882,18.3
61595,326,941,1994,6,13,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.493,-88.665,29.492,-88.655,30
