"STATIONID","CRUISEID","CRUISE_NO","Year","Month","Day","Subregion_Depth","Subregion_alongshore","VESSEL","AggGrp_20130430","Habitat","SumofUse_Count","SumofUse_Tot_WWT_kg","Count_Use_Count","Season","VolumeFiltered_Demersal_m3","VolumeFiltered_Pelagic_m3","AreaFiltered_Demersal_m2","AreaFiltered_Pelagic_m2","Pop_Den_Demersal_no_m2","Pop_Den_Pelagic_no_m2","Biomass_Den_Demersal_kg_m2","Biomass_Den_Pelagic_kg_m2","Use_Pop_Den_no_m2","Use_Biomass_Den_kg_m2","DECSLAT","DECSLON","DECELAT","DECELON","Use_Depth_m"
38323,359,954,1995,6,24,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.812,-93.065,27.828,-93.065,84.1
38324,359,954,1995,6,24,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.795,-93.067,27.794,-93.067,62.2
38325,359,954,1995,6,24,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.801,-93.072,27.802,-93.072,58.5
38326,359,954,1995,6,26,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.881,-93.307,27.88,-93.308,51
38327,359,954,1995,6,26,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.881,-93.311,27.882,-93.31,79
38328,359,954,1995,6,26,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.901,-93.332,27.902,-93.332,81
38329,359,954,1995,6,26,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.897,-93.326,27.865,-93.326,82.3
38330,359,954,1995,6,26,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.892,-93.301,27.893,-93.303,49.4
38332,359,954,1995,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.917,-93.616,27.917,-93.614,49
38333,359,954,1995,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.906,-93.6,27.905,-93.6,21.9
38334,359,954,1995,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.913,-93.603,27.913,-93.604,40
38335,359,954,1995,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.941,-93.611,27.941,-93.61,71
38336,359,954,1995,6,27,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.904,-93.58,27.903,-93.58,107.9
38340,359,954,1995,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.872,-93.822,27.872,-93.822,38
38341,359,954,1995,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.91,-93.827,27.908,-93.825,92
38342,359,954,1995,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.9,-93.831,27.916,-93.831,93.3
38343,359,954,1995,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.889,-93.828,27.889,-93.828,86
38344,359,954,1995,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.885,-93.827,27.885,-93.827,93.3
38345,359,954,1995,6,28,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.863,-93.818,27.863,-93.819,71
38349,359,954,1995,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.871,-93.866,27.87,-93.863,73.2
38350,359,954,1995,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.851,-93.879,27.852,-93.877,98.2
38352,359,954,1995,6,29,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.879,-93.838,27.88,-93.836,86
38355,359,954,1995,6,30,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.139,-93.482,28.138,-93.483,54.9
38357,359,954,1995,6,30,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.141,-93.482,28.142,-93.482,62
38358,359,954,1995,6,30,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.137,-93.484,28.137,-93.485,58.5
38361,359,954,1995,7,2,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.859,-91.83,27.858,-91.828,116
38362,359,954,1995,7,2,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.848,-91.825,27.849,-91.825,109.7
38363,359,954,1995,7,2,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.852,-91.828,27.853,-91.826,136
38364,359,954,1995,7,2,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.851,-91.818,27.851,-91.817,113
38365,359,954,1995,7,2,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.847,-91.767,27.845,-91.778,96.9
38366,359,954,1995,7,2,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,27.847,-91.811,27.846,-91.81,105
38369,359,954,1995,7,8,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.691,-88.085,29.691,-88.084,33
38370,359,954,1995,7,8,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.721,-88.052,29.72,-88.052,32.4
38371,359,954,1995,7,8,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.735,-88.022,29.736,-88.022,36.4
38372,359,954,1995,7,8,"2_shelf","2_Lou",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.748,-88.033,29.748,-88.034,35
38376,359,954,1995,7,9,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.519,-87.49,29.519,-87.491,63.6
38378,359,954,1995,7,9,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,29.518,-87.486,29.518,-87.486,67.7
38380,359,954,1995,7,10,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.107,-86.931,30.107,-86.931,57
38381,359,954,1995,7,10,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.089,-86.97,30.089,-86.969,48.8
38382,359,954,1995,7,10,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.082,-86.98,30.083,-86.978,55
38383,359,954,1995,7,11,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,30.075,-86.989,30.075,-86.989,52
38385,359,954,1995,7,12,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.92,-85.27,28.92,-85.27,72
38386,359,954,1995,7,12,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.912,-85.256,28.912,-85.256,66
38387,359,954,1995,7,12,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.902,-85.224,28.9,-85.224,65
38388,359,954,1995,7,12,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.9,-85.223,28.999,-85.223,68
38389,359,954,1995,7,12,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.898,-85.227,28.905,-85.24,65.8
38390,359,954,1995,7,12,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.88,-85.198,28.895,-85.222,69
38393,359,954,1995,7,13,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.732,-85.06,28.733,-85.058,77
38394,359,954,1995,7,13,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.726,-85.055,28.726,-85.054,79
38395,359,954,1995,7,13,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.709,-85.048,28.71,-85.048,82
38396,359,954,1995,7,13,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.791,-85.091,28.791,-85.092,71
38397,359,954,1995,7,13,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.796,-85.099,28.795,-85.097,71
38398,359,954,1995,7,13,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.776,-85.078,28.776,-85.078,71.3
38400,359,954,1995,7,14,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.631,-84.37,28.632,-84.368,36
38401,359,954,1995,7,14,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.608,-84.375,28.608,-84.374,31
38402,359,954,1995,7,14,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.608,-84.395,28.607,-84.395,37.1
38403,359,954,1995,7,14,"2_shelf","3_Fla",NA,NA,NA,0,0,0,"Summer",NA,NA,NA,NA,0,0,0,0,0,0,28.614,-84.355,28.614,-84.355,30
